Condition,Api,CAA,Comb,CP,CPM,Epi,Fe,NB,Poly,SCFM1,SCFM2,Vit,YE
AS2,0.9089,0.9024,0.9117,0.9275,0.9046,0.9117,0.8724,0.8604,0.8937,0.9013,0.9111,0.8991,0.8953
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
